195295    19990622    F    N    L    118000.0
195295    20080320    F    N    L    265000.0
195296    20120217    T    N    F    610000.0
195297    19980710    T    N    F    178000.0
195298    19980910    S    N    F    161500.0
195298    20060825    S    N    F    380000.0
195299    20220801    F    N    L    400000.0
195302    20131008    T    N    F    1025000.0
195303    20061214    F    N    L    200000.0
195304    20130418    S    N    F    595000.0
195305    20221125    F    N    L    300000.0
195306    20060711    S    N    F    405000.0
195306    20120727    S    N    F    500000.0
195306    20181207    S    N    F    720000.0
195307    19990611    F    N    F    240000.0
195307    20020731    F    N    F    405000.0
195307    20040630    F    N    F    350000.0
195307    20080630    F    N    F    560000.0
195333    20050113    T    N    F    250000.0
195334    20160321    T    N    F    742000.0
195335    20170706    S    N    F    170000.0
195336    20070723    S    N    F    322500.0
195336    20120730    S    N    F    332000.0
195337    20120302    S    N    F    420000.0
195338    20140228    D    N    F    495000.0
195339    20061120    T    N    F    294000.0
195340    20091030    S    N    F    354000.0
195341    20010430    F    N    L    80000.0
195341    20030926    F    N    L    130000.0
195341    20190802    F    N    L    255000.0
195342    20010216    T    N    F    150000.0
195342    20090609    T    N    F    80000.0
195343    20190809    S    N    F    400000.0
195344    19970704    F    N    L    59995.0
195344    20020204    F    N    L    138000.0
195345    20020501    T    N    F    160000.0
195346    19960304    T    N    F    75000.0
195347    20001110    F    N    L    91500.0
195347    20140620    F    N    L    265000.0
195348    20010201    F    N    L    102000.0
195348    20021031    F    N    L    145000.0
195349    19960520    F    N    L    58000.0
195349    20001013    F    N    L    120000.0
195349    20070209    F    N    L    178000.0
195350    20070227    D    N    F    464500.0
195351    20121029    T    N    F    458765.0
195351    20220819    T    N    F    1050000.0
195352    19971128    T    N    F    140500.0
195353    19960628    F    N    L    59000.0
195354    20090814    F    N    L    147000.0
195355    20040618    F    N    L    185000.0
195355    20120720    F    N    L    234250.0
195355    20171027    F    N    L    410000.0
195356    19950707    T    N    F    82000.0
195356    20170223    T    N    F    650000.0
195356    20210218    T    N    F    775000.0
195357    20020215    T    Y    F    210000.0
195358    19991021    T    N    F    215000.0
195359    19951103    T    N    F    160000.0
195360    20091002    T    N    F    347000.0
195361    20020628    S    N    F    190000.0
195361    20100601    S    N    F    370000.0
195362    19991015    T    N    F    80000.0
195362    19991221    T    N    F    97500.0
195363    20111111    T    N    F    278000.0
195364    20010831    T    N    F    174000.0
195364    20041001    T    N    F    250000.0
195365    19960814    T    N    F    144000.0
195366    19970403    T    N    F    95000.0
195366    20041025    T    N    F    270000.0
195366    20101015    T    N    F    349000.0
195367    20141121    T    N    F    410000.0
195368    20020712    T    N    F    215000.0
195368    20070531    F    Y    L    320000.0
195368    20180531    F    N    L    499999.0
195369    19990909    F    N    L    72500.0
195369    20010702    F    N    L    97000.0
195370    20140801    T    N    F    575000.0
195371    20021101    T    N    F    250000.0
195372    20001027    T    Y    F    190000.0
195373    20061117    T    N    F    355000.0
195373    20090416    T    N    F    338000.0
195374    19990226    D    Y    F    260000.0
195375    19981106    T    N    F    120000.0
195375    20040430    T    N    F    300000.0
195376    19990521    D    Y    F    325000.0
195377    19990401    D    Y    F    325000.0
195377    20041215    D    N    F    546000.0
195378    19990121    T    Y    F    165000.0
195379    19991217    T    Y    F    167000.0
195380    19990730    D    Y    F    229995.0
195380    20040317    D    N    F    415000.0
195381    19990611    T    Y    F    151950.0
195382    19981218    T    Y    F    136000.0
195382    20020705    T    N    F    224950.0
195382    20200312    T    N    F    453000.0
195383    19981222    T    Y    F    134995.0
195383    20020215    T    N    F    205000.0
195383    20041101    T    N    F    262500.0
195383    20211029    T    N    F    497000.0
195384    19990203    T    Y    F    121995.0
195385    19981109    T    Y    F    179950.0
195386    19990507    D    Y    F    207000.0
195386    19990818    D    N    F    228950.0
195386    20071023    D    N    F    628000.0
195386    20110701    D    N    F    570000.0
195387    19990630    T    Y    F    147000.0
195387    20031219    T    N    F    245000.0
195388    19990803    T    Y    F    146995.0
195388    20040227    T    N    F    233000.0
195388    20110304    T    N    F    307000.0
195389    20000630    D    Y    F    310000.0
195389    20000929    D    N    F    415000.0
195389    20110505    D    N    F    630000.0
195390    20000901    D    Y    F    450000.0
195391    19960918    S    N    F    85000.0
195392    20001023    S    Y    F    249995.0
195393    19960510    T    N    F    87000.0
195393    20020719    T    N    F    216000.0
195393    20090724    T    N    F    265000.0
195394    20000814    F    N    L    100000.0
195394    20020909    F    N    L    152500.0
195394    20070724    F    N    L    209300.0
195395    20010309    F    N    L    150500.0
195395    20041108    F    N    L    230000.0
195396    20070730    D    N    F    477500.0
195397    20151120    S    N    F    820000.0
195398    19950131    S    N    F    80000.0
195399    20000929    F    N    L    86000.0
195400    19970919    F    N    L    53000.0
195400    20010601    F    N    L    95500.0
195400    20050513    F    N    L    145500.0
195400    20141121    F    N    L    238000.0
195401    20120810    F    N    L    125000.0
195402    20040514    T    N    F    207500.0
195402    20050602    T    N    F    245750.0
195403    20150909    D    Y    F    990000.0
195404    20000901    T    Y    F    305000.0
195404    20070601    T    N    F    425000.0
195405    19961216    D    Y    F    139450.0
195405    20030417    D    N    F    300000.0
195406    19971031    T    Y    F    141995.0
195407    19980130    T    Y    F    169950.0
195407    20040630    T    N    F    321500.0
195408    19971024    S    Y    F    158000.0
195408    19990917    S    N    F    194500.0
195409    19980423    T    Y    F    170000.0
195410    19970627    D    Y    F    158995.0
195410    20030812    D    N    F    327000.0
195411    19970327    S    Y    F    155995.0
195412    19980605    T    Y    F    179950.0
195412    20020705    T    N    F    313500.0
195412    20100702    T    N    F    442500.0
195412    20150318    T    N    F    629999.0
195423    19970519    T    N    F    96500.0
195423    20060324    T    N    F    249950.0
195423    20210416    T    N    F    557000.0
195424    19970110    S    N    F    100000.0
195426    20070928    S    N    F    420000.0
195426    20090617    S    N    F    420000.0
195427    20070404    S    N    F    390000.0
195428    20101216    S    N    F    710000.0
195430    20060719    S    N    L    180000.0
195474    19960805    T    N    F    101000.0
195474    19971010    T    N    F    132000.0
195474    20091221    T    N    F    342000.0
195474    20120830    T    N    F    430000.0
195474    20221121    T    N    F    944000.0
195475    19960802    S    N    F    106000.0
195475    20010712    S    N    F    260000.0
195475    20091012    S    N    F    460000.0
195476    20020704    D    N    F    396000.0
195476    20130430    D    N    F    500000.0
195477    20150826    F    N    L    320000.0
195477    20220224    F    N    L    345000.0
195479    20171221    D    N    F    1107500.0
195480    19970212    T    Y    F    129950.0
195481    20051209    S    N    F    407000.0
195484    19990326    F    N    L    59500.0
195484    20001020    F    N    L    101000.0
195485    20160506    S    N    F    960000.0
195486    19950411    T    N    F    103000.0
195486    20030627    T    N    F    297000.0
195487    19960725    F    N    L    67500.0
195487    20010323    F    N    L    124000.0
195488    20070907    D    N    F    415000.0
195489    20040406    F    N    L    188000.0
195489    20070831    F    N    L    250000.0
195489    20100601    F    N    L    261000.0
195489    20161216    F    N    L    430000.0
195489    20210517    F    N    L    435000.0
195490    20210305    S    N    F    740000.0
195491    20091216    F    N    L    237000.0
195493    20140411    D    N    F    622500.0
195494    20080229    F    N    L    185000.0
195494    20130603    F    N    L    245000.0
195496    20000310    F    N    L    134950.0
195496    20080522    F    N    L    198000.0
195497    20130215    F    N    L    250000.0
195498    20080508    S    N    F    420000.0
195498    20140722    F    N    L    346500.0
195499    19961003    F    N    L    46000.0
195500    19980925    T    N    F    175000.0
195501    20160429    D    Y    F    900000.0
195502    19980430    S    N    F    170000.0
195502    20021016    S    N    F    328000.0
195503    20021004    T    N    F    235000.0
195503    20030829    T    N    F    297500.0
195503    20070720    T    N    F    459950.0
195503    20160108    T    N    F    673000.0
195504    20190326    F    Y    L    465000.0
195505    20070831    F    N    L    215000.0
195506    20000929    F    N    L    56000.0
195507    20060719    T    N    F    367000.0
195508    20230317    S    N    F    670000.0
195509    20090330    S    N    F    500000.0
195509    20110621    F    N    L    220000.0
195509    20200306    F    N    L    340000.0
195510    20200521    T    N    F    942000.0
195511    20000804    S    N    F    205000.0
195511    20010816    S    N    F    225000.0
195512    20091127    S    N    F    406000.0
195513    20140515    S    N    F    845000.0
195513    20220325    S    N    F    1337500.0
195514    19960508    F    N    L    120000.0
195514    20020819    F    N    L    235000.0
195515    20000203    F    N    L    83000.0
195516    19970808    T    N    F    5000.0
195516    19980316    F    N    L    68500.0
195516    19981222    T    N    F    1000.0
195517    19950120    S    N    F    335000.0
195518    20180525    T    N    F    452500.0
195518    20210630    T    N    F    610000.0
195519    20000703    T    N    F    203000.0
195519    20040618    T    N    F    277000.0
195520    20040319    T    N    F    260000.0
195521    20010227    T    N    F    195000.0
195521    20011130    T    N    F    250000.0
195521    20220322    T    N    F    755000.0
195522    19970307    S    N    F    65000.0
195532    19960404    S    N    F    121000.0
195533    20051018    S    N    F    335000.0
195534    19950206    T    N    F    150000.0
195534    19970210    T    N    F    151000.0
195535    20010618    T    N    F    200000.0
195536    20120305    S    N    F    380000.0
195537    20011220    S    N    F    255000.0
195537    20130301    F    N    L    249950.0
195538    20121214    T    N    F    185000.0
195538    20171204    T    N    F    330000.0
195544    20121213    S    N    F    495000.0
195545    19951005    S    N    F    100000.0
195550    20010518    F    Y    L    116000.0
195551    20180928    T    N    F    512000.0
195557    20041014    F    N    F    175000.0
195557    20190121    F    N    F    285000.0
195561    20020515    F    N    L    98000.0
195563    20011109    T    N    F    175000.0
195565    20070720    T    N    F    345000.0
195570    20030821    F    N    L    215000.0
195570    20130823    F    N    L    243000.0
195571    20211111    F    N    L    337000.0
195572    20101112    F    N    L    139500.0
195574    20151211    F    N    L    350000.0
195574    20171017    F    N    L    375000.0
195580    20101210    S    N    F    380000.0
195581    20020905    F    N    L    155000.0
195581    20190417    F    N    L    360000.0
195582    20060929    F    N    L    232000.0
195585    20060210    T    N    F    292000.0
195586    20080404    T    N    F    380000.0
195588    19971128    F    Y    L    83500.0
195588    20010316    F    N    L    150000.0
195589    20150306    D    N    F    550000.0
195589    20210924    D    N    F    900000.0
195591    19950519    T    N    F    76000.0
195592    20050119    F    N    L    197000.0
195605    20050401    D    N    F    350000.0
195605    20051128    D    N    F    366000.0
195605    20060518    D    N    F    385000.0
195605    20110310    D    N    F    405000.0
195606    20031006    D    Y    F    398000.0
195606    20070611    D    N    F    715000.0
195607    20041210    S    N    F    370000.0
195608    20031031    D    Y    F    560000.0
195608    20130117    D    N    F    695000.0
195609    20050527    T    Y    F    270000.0
195610    19980722    S    N    F    150000.0
195610    20090513    S    N    F    440000.0
195611    19961024    T    N    F    97000.0
195611    20110408    T    N    F    285000.0
195611    20140911    T    N    F    405000.0
195612    19970407    F    N    L    64000.0
195613    20130125    D    N    F    585000.0
195614    19990811    T    N    F    150000.0
195614    20060907    T    N    F    269950.0
195615    20110719    S    N    F    500000.0
195616    20031009    S    N    F    359950.0
195617    19971104    D    N    F    240000.0
195617    20030930    D    N    F    485000.0
195618    20021220    S    N    F    490000.0
195618    20110520    S    N    F    625000.0
195619    20121129    S    N    F    455000.0
195620    20060728    S    N    F    415000.0
195620    20210628    S    N    F    960000.0
195621    20200313    D    N    F    822000.0
195622    20000823    S    N    F    255000.0
195622    20150710    S    N    F    790000.0
195623    20111202    T    N    F    282500.0
195623    20160329    T    N    F    515000.0
195624    20000320    T    N    F    179950.0
195625    20210419    F    N    L    535000.0
195626    20000301    F    N    L    115250.0
195626    20041126    F    N    L    192000.0
195626    20120316    F    N    L    227000.0
195627    20120424    D    N    F    605000.0
195628    20001030    S    N    F    232000.0
195628    20221209    S    N    F    815000.0
195629    20070313    S    N    F    495000.0
195630    20220928    S    N    F    850000.0
195631    20120907    S    N    F    550000.0
195632    20030912    T    N    F    317000.0
195633    20010821    D    N    F    302000.0
195633    20020805    D    N    F    375000.0
195633    20130320    D    N    F    550000.0
195634    19980119    S    N    F    175000.0
195635    19991015    F    N    L    88000.0
195636    20190927    D    N    F    920000.0
195636    20220318    D    N    F    1400000.0
195637    20010808    S    N    F    355000.0
195638    20020208    S    N    F    280000.0
195639    20051006    T    N    F    499995.0
195639    20130902    T    N    F    665000.0
195640    20001117    D    Y    F    560000.0
195641    20201111    S    N    F    1100000.0
195642    20000829    F    N    L    135000.0
195642    20030912    F    N    L    179000.0
195643    20020930    D    N    F    375000.0
195644    20070105    S    N    F    405000.0
195645    20040709    S    N    F    364000.0
195646    19970404    F    N    L    71000.0
195647    20170120    D    N    F    950000.0
195648    20070618    S    N    F    665000.0
195649    20040728    S    N    F    470000.0
195650    19980320    F    N    L    96000.0
195650    20000505    F    N    L    155000.0
195650    20100623    F    N    L    250000.0
195651    20060421    S    N    F    430000.0
195652    20010427    F    N    L    132000.0
195652    20130621    F    N    L    249950.0
195652    20161202    F    N    L    402000.0
195653    20211130    F    N    L    620500.0
195654    20051012    D    N    F    530000.0
195654    20110929    D    N    F    899950.0
195655    19971216    F    N    L    175000.0
195655    20191031    F    N    L    549000.0
195656    20150729    S    N    F    867000.0
195657    20201106    S    N    F    795000.0
195658    19980123    D    N    F    360000.0
195659    20030620    S    N    F    457500.0
195660    20000112    S    N    F    248000.0
195661    20181023    D    N    F    1400000.0
195662    20150930    S    N    F    890000.0
195663    20191120    S    N    F    900000.0
195664    20020808    S    N    F    240000.0
195665    19951201    D    N    F    75000.0
195665    19970326    D    N    F    193000.0
195665    20021004    D    N    F    435000.0
195665    20210811    D    N    F    1100000.0
195666    20040621    S    N    F    407500.0
195666    20160720    S    N    F    775000.0
195667    20030415    S    N    F    287000.0
195668    20080930    S    N    F    535000.0
196085    20040405    T    N    F    220000.0
196086    20070129    S    N    F    410000.0
196086    20131206    S    N    F    725000.0
196107    20010925    F    N    F    136000.0
196108    20021210    T    N    F    250000.0
196109    19960816    S    N    F    89000.0
196109    20040225    S    N    F    325000.0
196109    20210806    S    N    F    625100.0
196111    20130319    S    Y    F    565000.0
196112    20021115    S    N    F    225000.0
196113    19961101    F    N    L    50500.0
196113    20100312    F    N    L    160000.0
196114    19960820    F    N    L    58000.0
196114    20000420    F    N    L    107000.0
196114    20040129    T    N    F    180000.0
196114    20040722    F    N    L    186500.0
196114    20071019    F    N    L    214000.0
196114    20111118    F    N    L    238000.0
196115    20061218    T    N    F    250000.0
196115    20110610    T    N    F    410000.0
196117    20210325    D    Y    F    848000.0
196118    20210326    D    Y    F    1030000.0
196119    20210630    D    Y    F    850000.0
196120    20190726    T    Y    F    830000.0
196122    20210504    D    Y    F    842001.0
196123    20191213    T    Y    F    600000.0
196124    20190607    T    Y    F    675000.0
196129    19950908    S    N    F    80000.0
196129    20070618    S    N    F    266500.0
196129    20210203    S    N    F    475000.0
196130    20011012    S    N    F    345000.0
196131    19980310    S    N    F    177000.0
196132    20070924    D    N    F    775000.0
196132    20151006    D    N    F    1635000.0
196133    20160129    T    Y    F    480000.0
196134    20160617    T    Y    F    489250.0
196135    20160905    T    N    F    429250.0
196136    20130325    T    N    F    309200.0
196138    20150320    T    N    F    415000.0
196139    19970829    F    N    L    75000.0
196139    20001207    F    N    L    118000.0
196139    20041029    F    N    L    180000.0
196139    20060412    F    N    L    181500.0
196139    20090109    F    N    L    195000.0
196147    20071008    D    N    F    1100000.0
196148    19980731    F    N    L    71000.0
196148    20020130    F    N    L    127500.0
196149    19980508    F    N    L    68500.0
196149    20030331    F    N    L    150000.0
196149    20041008    F    N    L    145000.0
196150    20111021    T    N    F    328000.0
196151    20030314    S    N    F    242500.0
196151    20140307    T    N    F    375000.0
196152    19951030    S    N    F    68000.0
196153    20010118    S    N    F    150000.0
196154    20080214    S    N    F    580000.0
196154    20150402    S    N    F    970000.0
196155    19980106    S    N    F    210000.0
196156    20031024    S    N    F    365000.0
196156    20080620    S    N    F    515000.0
196181    20010816    S    N    F    235000.0
196182    20020806    F    N    L    197000.0
196186    20150402    S    N    F    680000.0
196187    20090724    F    N    L    235000.0
196187    20141028    F    N    L    390000.0
196187    20171219    F    N    L    435000.0
196188    20070628    F    N    L    245000.0
196189    19971208    D    N    F    475000.0
196189    20080523    D    N    F    1650000.0
196190    20070731    D    N    F    1350000.0
196190    20170228    D    N    F    1390000.0
196191    20140815    D    N    F    890000.0
196196    20031212    D    N    F    745000.0
196196    20150309    D    N    F    999995.0
196196    20160331    D    N    F    1165000.0
196197    20081002    S    N    F    345000.0
196199    20100820    D    N    F    475000.0
196200    19970512    T    N    F    90000.0
196200    20010907    T    N    F    244000.0
196200    20070803    T    N    F    410000.0
196201    20051117    S    N    F    275000.0
196207    20021202    T    Y    L    342500.0
196207    20051128    T    N    L    375000.0
196210    20021127    S    N    F    450000.0
196210    20070924    S    N    F    835000.0
196210    20140901    S    N    F    1050000.0
196211    19960207    D    Y    F    140000.0
196211    19970701    D    N    F    430000.0
196211    20220804    D    N    F    1965000.0
196212    19970502    T    N    F    95000.0
196212    19990625    T    N    F    132000.0
196212    20110421    T    N    F    325000.0
196212    20170922    T    N    F    520000.0
196212    20230919    T    N    F    470000.0
196213    20060707    F    N    L    217000.0
196214    19970915    S    N    F    148500.0
196214    20090320    S    N    F    300000.0
196214    20110825    S    N    F    464000.0
196214    20170519    S    N    F    700000.0
196215    19961220    F    N    L    79000.0
196216    19970324    S    N    L    135000.0
196217    19980113    S    N    F    140000.0
196217    19990831    S    N    F    186000.0
196217    20010406    S    N    F    242500.0
196217    20050404    S    N    F    395000.0
196217    20160802    S    N    F    820000.0
196218    19970702    D    N    F    225000.0
196219    20040806    S    N    F    630000.0
196222    19990917    F    N    L    99950.0
196222    20040817    F    N    L    239950.0
196222    20060609    F    N    L    232000.0
196222    20101210    F    N    L    250000.0
196223    20010809    F    N    L    130000.0
196223    20110218    F    N    L    240000.0
196224    20150205    F    N    L    340000.0
196224    20180907    F    N    L    452500.0
196225    20141219    S    N    F    675000.0
196270    20021120    S    N    F    465000.0
196274    20221103    D    N    F    728000.0
196276    20080416    D    N    F    2150000.0
196277    20181029    S    N    F    1025000.0
196287    20000728    S    N    F    170000.0
196288    20080228    T    N    F    380000.0
196290    19960920    T    N    F    93000.0
196290    20071130    T    N    F    432000.0
196290    20131030    T    N    F    436500.0
196293    20120607    S    N    F    815000.0
196293    20210818    S    N    F    1495000.0
196294    20051104    S    N    F    625000.0
196295    19950823    S    N    F    155000.0
196298    20071121    S    N    F    367000.0
196299    20000615    F    N    L    149995.0
196300    19991126    S    N    F    110000.0
196300    20000324    S    N    F    135000.0
196300    20010430    S    N    F    190000.0
196301    20110426    T    N    F    250000.0
196301    20111220    T    N    F    327400.0
196309    20031223    F    N    L    145587.0
196309    20041021    F    N    L    170000.0
196309    20071010    F    N    L    197000.0
196309    20151130    F    N    L    314950.0
196310    19971118    S    N    F    152000.0
196311    20131025    T    N    F    340000.0
196311    20150903    T    N    F    640000.0
196314    19950811    T    N    F    63000.0
196314    19960722    T    N    F    117500.0
196314    20030801    T    N    F    240000.0
196314    20060105    T    N    F    480000.0
196315    20030721    S    N    F    250000.0
196316    19970627    S    N    F    108000.0
196316    20000303    S    N    F    160000.0
196316    20100423    S    N    F    340000.0
196316    20130624    S    N    F    386500.0
196323    20010518    T    N    F    249995.0
196328    20000114    D    N    F    60000.0
196329    20181207    T    N    F    475000.0
196331    19960425    T    N    F    69000.0
196331    20040109    T    N    F    212000.0
196338    20080919    T    N    F    290000.0
196339    20021023    T    N    F    249995.0
196339    20021128    T    N    F    286000.0
196339    20040507    T    N    F    400000.0
196339    20200103    T    N    F    965000.0
196339    20220527    T    N    F    1205000.0
196340    20040415    S    N    F    350000.0
196340    20140605    S    N    F    825000.0
196341    20160921    F    N    L    210000.0
196342    20070724    T    N    F    529000.0
196343    20060410    T    N    F    195000.0
196344    20000131    T    Y    L    160000.0
196345    20030428    T    N    F    399000.0
196346    19991104    S    N    F    175000.0
196346    20060814    S    N    F    391000.0
196346    20101012    S    N    F    435000.0
196347    20021007    T    N    F    85696.0
196348    20210422    T    N    F    708000.0
196349    19981218    T    N    F    100000.0
196349    20020710    T    N    F    180000.0
196349    20060831    T    N    F    250000.0
196349    20121214    T    N    F    321000.0
196349    20201116    T    N    F    550000.0
196350    20000929    F    N    L    110000.0
196350    20210218    T    N    L    250000.0
196351    20130819    T    N    F    890000.0
196352    20061214    S    N    F    627500.0
196353    20040512    S    N    F    380000.0
196353    20070906    S    N    F    715000.0
196353    20210422    S    N    F    1375000.0
196354    20140321    D    N    F    1450000.0
196355    20220318    S    N    F    930000.0
196356    19970627    S    N    F    241000.0
196357    20010709    T    N    F    262000.0
196358    20070921    T    N    F    337500.0
196359    20070702    F    Y    L    200000.0
196359    20141003    F    N    L    250000.0
196360    19980302    F    N    L    83500.0
196360    20220527    F    N    L    482500.0
196361    20010831    S    N    F    205000.0
196362    20000425    T    N    F    160000.0
196362    20010209    T    N    F    220000.0
196363    19960423    T    N    F    58000.0
196363    20150710    T    N    F    535000.0
196364    19971106    S    N    F    83000.0
196364    20010628    S    N    F    250000.0
196365    20010914    S    N    F    200000.0
196365    20101006    S    N    F    328210.0
196365    20220406    S    N    F    690000.0
196366    20060328    T    N    F    268000.0
196367    20040116    F    N    L    136000.0
196367    20070109    F    N    L    205000.0
196367    20190906    F    N    L    400000.0
196368    20000616    F    N    L    80000.0
196368    20011109    F    N    L    114000.0
196368    20070511    F    N    L    219995.0
196368    20120316    T    N    L    226500.0
196368    20181220    T    N    L    493000.0
196369    19980612    T    N    F    112000.0
196369    20000210    T    N    F    154500.0
196369    20031010    T    N    F    210000.0
196370    20050722    S    N    F    300000.0
196370    20110602    S    N    F    400000.0
196370    20160106    S    N    F    782500.0
196371    19980327    D    N    F    189645.0
196371    20070726    F    N    L    100000.0
372723    20020322    F    N    L    149000.0
372723    20050722    F    N    L    184950.0
372723    20070713    F    N    L    249950.0
372723    20110411    F    N    L    250000.0
372723    20190426    F    N    L    340000.0
372723    20221028    F    N    L    425000.0
373007    19960503    F    N    L    66500.0
373007    19980826    F    N    L    83500.0
373869    20050318    F    N    L    285000.0
373872    20161109    F    N    L    338000.0
373873    20150105    F    N    L    240000.0
373890    20070504    S    N    F    325000.0
373890    20101217    F    N    L    250000.0
373890    20230908    F    N    L    427000.0
377135    19980731    F    N    L    185000.0
377135    20040625    F    N    L    337000.0
377135    20130705    F    N    L    524950.0
377138    20161027    F    N    L    360000.0
377139    20200122    F    N    L    360000.0
377140    20110930    F    N    L    210000.0
377141    20150105    F    N    L    200000.0
377142    20060911    F    Y    L    80000.0
377142    20131016    F    N    L    250000.0
377142    20181114    F    N    L    340000.0
377158    20150225    F    N    L    390000.0
377159    20110225    F    N    L    295000.0
377159    20220408    F    N    L    470000.0
379302    20110722    F    N    L    213000.0
379303    20110125    F    N    L    188000.0
379304    20060911    F    Y    L    100000.0
379304    20140625    F    N    L    322000.0
380913    20111219    F    N    L    200000.0
380914    20100525    F    N    L    160000.0
380914    20140422    F    N    L    187000.0
382090    20150105    F    N    L    230000.0
383018    20120206    F    N    L    188000.0
384941    19951012    F    N    L    54000.0
384941    20010720    F    N    L    127000.0
384942    20031001    F    N    L    180000.0
385234    19950728    F    N    L    52500.0
385234    19991124    F    N    L    82000.0
385234    20010504    F    N    L    112500.0
385235    20030417    F    N    L    193000.0
385235    20151006    F    N    L    340000.0
385461    19970523    F    N    L    57500.0
385461    20070720    F    N    L    215000.0
385461    20120903    F    N    L    228500.0
385602    19960524    F    N    L    56000.0
385602    20061110    F    N    L    184000.0
386092    20070508    F    N    L    190000.0
386092    20120426    F    N    L    201500.0
387006    20020322    F    N    L    132500.0
472914    19960802    F    N    L    51000.0
472914    20051109    F    N    L    149000.0
472915    20210901    S    N    F    657500.0
472916    20181010    S    N    F    660000.0
472917    20060601    S    N    F    348000.0
472918    20180213    S    N    F    547600.0
472919    19980828    S    N    F    125000.0
472919    20150918    S    N    F    622000.0
472920    20010831    S    N    F    232000.0
472925    20180518    T    N    F    630000.0
472926    19950824    T    N    F    58000.0
472927    19970530    S    N    F    110000.0
472927    20060420    S    N    F    285000.0
472928    20111028    T    N    F    330000.0
472929    20050617    S    N    F    235000.0
472929    20060602    S    N    F    300000.0
472930    20090731    T    N    F    289950.0
472931    20021025    T    N    F    285000.0
472932    20161216    T    N    F    517500.0
472933    19951214    T    N    F    93000.0
472934    20060919    S    N    F    300000.0
472935    19981014    T    N    F    131000.0
472935    20020426    T    N    F    194950.0
472935    20061214    T    N    F    312500.0
472990    20000717    T    N    F    162000.0
472991    20170929    S    N    F    760000.0
472992    19961028    F    Y    L    55995.0
472992    20060721    F    N    L    154000.0
472992    20140808    F    N    L    200000.0
538240    20060127    S    N    F    405000.0
538240    20200923    S    N    F    880000.0
538241    19960131    F    N    L    50000.0
538241    20130111    F    N    L    230000.0
538242    20061030    S    N    F    495000.0
538243    20051014    T    N    F    226000.0
538243    20140930    T    N    F    460000.0
538243    20190712    T    N    F    490000.0
538244    19991116    T    N    F    125000.0
538244    20010418    T    N    F    162500.0
538245    20170328    T    N    L    285000.0
538246    20201102    S    N    F    1350000.0
538250    20080118    S    N    F    875000.0
538250    20190426    S    N    F    1500000.0
538252    20090130    S    N    F    713000.0
538253    20000320    T    Y    F    240000.0
538253    20221213    T    N    F    830050.0
538254    20040212    T    N    F    499999.0
538254    20050622    T    N    F    760000.0
538254    20081024    T    N    F    900000.0
538254    20180420    T    N    F    1475000.0
538256    20001206    T    N    F    500000.0
538256    20120717    T    N    F    1100000.0
538256    20190131    T    N    F    1553000.0
538257    20200826    T    N    F    1150000.0
538258    20060901    T    N    F    579700.0
538261    19980617    F    N    L    116500.0
538261    20010622    F    N    L    178000.0
538261    20031120    F    N    L    225000.0
538261    20060728    F    N    L    273000.0
538261    20101105    F    N    L    335000.0
538261    20120120    S    N    F    200000.0
538262    19970131    S    N    F    166000.0
538262    19970606    S    N    F    253000.0
538262    20020911    S    N    F    460000.0
538263    20130917    T    N    F    510000.0
